AsOfDateTime,SecurityId,MetricName,MetricValue
1/1/2025 10:21,QVT19PV,Spread,3.0
1/1/2025 13:22,QVT19PV,Yield,8.07
1/1/2025 9:37,QVT19PV,Yield,7.0
1/1/2025 12:15,QVT19PV,Yield,6.56
1/1/2025 12:59,QVT19PV,Mark,81.0
1/1/2025 13:09,QVT19PV,Mark,81.3
1/1/2025 10:56,QVT19PV,Mark,93.0
1/1/2025 10:27,QVT19PV,Mark,86.7
1/1/2025 12:19,QVT19PV,CurrentFace,5100000.0
1/1/2025 14:30,QVT19PV,CurrentFace,17100000.0
1/1/2025 10:49,GNM22AD,TradePrice,90.4
1/1/2025 12:09,GNM22AD,TradePrice,90.0
1/1/2025 10:24,GNM22AD,TradePrice,97.0
1/1/2025 13:37,GNM22AD,Spread,4.0
1/1/2025 11:42,GNM22AD,Spread,10.0
1/1/2025 10:34,GNM22AD,Spread,2.0
1/1/2025 13:42,GNM22AD,Yield,3.96
1/1/2025 10:45,GNM22AD,Mark,108.8
1/1/2025 12:34,GNM22AD,Mark,87.8
1/1/2025 12:54,GNM22AD,Mark,114.6
1/1/2025 12:05,GNM22AD,Mark,76.7
1/1/2025 14:01,GNM22AD,CurrentFace,17700000.0
1/1/2025 11:02,GNM22AD,CurrentFace,14200000.0
1/1/2025 12:54,HFZ87VS,TradePrice,91.6
1/1/2025 14:55,HFZ87VS,TradePrice,124.9
1/1/2025 12:43,HFZ87VS,TradePrice,93.7
1/1/2025 11:25,HFZ87VS,TradePrice,86.7
1/1/2025 14:06,HFZ87VS,Spread,5.0
1/1/2025 11:05,HFZ87VS,Spread,1.0
1/1/2025 14:22,HFZ87VS,Spread,8.0
1/1/2025 13:52,HFZ87VS,Yield,5.03
1/1/2025 10:18,HFZ87VS,Mark,101.5
1/1/2025 12:15,HFZ87VS,Mark,112.6
1/1/2025 13:15,HFZ87VS,Mark,114.3
1/1/2025 10:56,HFZ87VS,CurrentFace,17200000.0
1/1/2025 10:33,HFZ87VS,CurrentFace,14300000.0
1/1/2025 11:32,KMO73NI,TradePrice,102.5
1/1/2025 14:31,KMO73NI,Spread,7.0
1/1/2025 14:04,KMO73NI,Spread,6.0
1/1/2025 12:09,KMO73NI,Spread,3.0
1/1/2025 12:51,KMO73NI,Yield,7.9
1/1/2025 14:32,KMO73NI,Yield,3.35
1/1/2025 13:53,KMO73NI,Yield,8.02
1/1/2025 13:28,KMO73NI,Yield,5.37
1/1/2025 14:57,KMO73NI,Mark,81.8
1/1/2025 12:46,KMO73NI,Mark,90.9
1/1/2025 11:20,KMO73NI,CurrentFace,15300000.0
1/1/2025 13:39,KMO73NI,CurrentFace,16200000.0
1/1/2025 11:06,FRH21QB,TradePrice,121.8
1/1/2025 9:38,FRH21QB,TradePrice,87.5
1/1/2025 13:29,FRH21QB,TradePrice,96.2
1/1/2025 14:56,FRH21QB,Spread,12.0
1/1/2025 10:48,FRH21QB,Spread,9.0
1/1/2025 11:09,FRH21QB,Yield,3.12
1/1/2025 10:55,FRH21QB,Yield,0.38
1/1/2025 13:05,FRH21QB,Yield,7.5
1/1/2025 10:42,FRH21QB,Yield,8.55
1/1/2025 12:39,FRH21QB,Mark,85.2
1/1/2025 12:01,FRH21QB,Mark,108.6
1/1/2025 10:07,FRH21QB,Mark,94.3
1/1/2025 13:19,FRH21QB,CurrentFace,3100000.0
1/1/2025 13:18,YLI49FV,TradePrice,109.0
1/1/2025 10:08,YLI49FV,Spread,1.0
1/1/2025 13:54,YLI49FV,Spread,8.0
1/1/2025 11:03,YLI49FV,Spread,5.0
1/1/2025 9:37,YLI49FV,Yield,6.67
1/1/2025 13:43,YLI49FV,Yield,6.93
1/1/2025 12:03,YLI49FV,Mark,118.3
1/1/2025 11:45,YLI49FV,Mark,114.2
1/1/2025 11:08,YLI49FV,Mark,86.2
1/1/2025 10:22,YLI49FV,Mark,95.9
1/1/2025 10:21,YLI49FV,CurrentFace,18600000.0
1/1/2025 14:39,YLI49FV,CurrentFace,1100000.0
1/1/2025 12:01,YLI49FV,CurrentFace,12400000.0
1/1/2025 14:14,YLI49FV,CurrentFace,6200000.0
1/1/2025 10:34,UGH42CD,TradePrice,104.6
1/1/2025 10:17,UGH42CD,TradePrice,117.3
1/1/2025 14:13,UGH42CD,TradePrice,122.8
1/1/2025 12:20,UGH42CD,Spread,11.0
1/1/2025 9:54,UGH42CD,Yield,2.19
1/1/2025 13:07,UGH42CD,Yield,6.14
1/1/2025 13:44,UGH42CD,Mark,92.0
1/1/2025 14:46,UGH42CD,Mark,94.0
1/1/2025 10:05,UGH42CD,CurrentFace,13600000.0
1/1/2025 14:34,KYS40GT,TradePrice,114.0
1/1/2025 9:45,KYS40GT,TradePrice,107.3
1/1/2025 13:33,KYS40GT,TradePrice,111.6
1/1/2025 10:13,KYS40GT,Spread,1.0
1/1/2025 12:30,KYS40GT,Spread,7.0
1/1/2025 13:59,KYS40GT,Yield,0.59
1/1/2025 13:41,KYS40GT,Yield,2.29
1/1/2025 13:24,KYS40GT,Yield,1.35
1/1/2025 13:09,KYS40GT,Yield,5.16
1/1/2025 12:17,KYS40GT,Mark,99.3
1/1/2025 11:23,KYS40GT,Mark,86.8
1/1/2025 10:36,KYS40GT,Mark,86.7
1/1/2025 13:40,KYS40GT,CurrentFace,4500000.0
1/1/2025 12:34,KYS40GT,CurrentFace,5500000.0
1/1/2025 10:19,KYS40GT,CurrentFace,17100000.0
1/1/2025 14:54,LAF46ZQ,TradePrice,123.9
1/1/2025 12:19,LAF46ZQ,TradePrice,120.2
1/1/2025 13:18,LAF46ZQ,Spread,8.0
1/1/2025 12:14,LAF46ZQ,Spread,10.0
1/1/2025 10:35,LAF46ZQ,Yield,5.46
1/1/2025 11:05,LAF46ZQ,Yield,3.55
1/1/2025 13:39,LAF46ZQ,Mark,99.1
1/1/2025 12:39,LAF46ZQ,Mark,111.2
1/1/2025 10:24,LAF46ZQ,Mark,91.1
1/1/2025 11:36,LAF46ZQ,CurrentFace,19700000.0
1/1/2025 10:00,LAF46ZQ,CurrentFace,17800000.0
1/1/2025 12:02,LAF46ZQ,CurrentFace,17200000.0
1/1/2025 10:54,YAL88TQ,TradePrice,87.6
1/1/2025 10:14,YAL88TQ,TradePrice,120.6
1/1/2025 10:09,YAL88TQ,TradePrice,122.1
1/1/2025 11:09,YAL88TQ,Spread,1.0
1/1/2025 13:51,YAL88TQ,Yield,3.4
1/1/2025 9:50,YAL88TQ,Yield,8.01
1/1/2025 14:37,YAL88TQ,Mark,100.9
1/1/2025 10:04,YAL88TQ,Mark,109.8
1/1/2025 12:45,YAL88TQ,Mark,115.0
1/1/2025 10:51,YAL88TQ,Mark,95.0
1/1/2025 10:30,YAL88TQ,CurrentFace,17300000.0
1/1/2025 12:00,YAL88TQ,CurrentFace,13000000.0
1/1/2025 10:19,YAL88TQ,CurrentFace,17600000.0
1/1/2025 10:20,LBR15JO,TradePrice,112.0
1/1/2025 14:18,LBR15JO,TradePrice,97.2
1/1/2025 12:29,LBR15JO,TradePrice,120.0
1/1/2025 14:21,LBR15JO,Spread,10.0
1/1/2025 11:44,LBR15JO,Yield,5.75
1/1/2025 11:58,LBR15JO,Yield,5.4
1/1/2025 14:19,LBR15JO,Yield,2.21
1/1/2025 10:03,LBR15JO,Mark,116.5
1/1/2025 11:49,LBR15JO,Mark,115.4
1/1/2025 10:55,LBR15JO,CurrentFace,2500000.0
1/1/2025 10:47,LBR15JO,CurrentFace,5600000.0
1/1/2025 14:31,LBR15JO,CurrentFace,19000000.0
1/1/2025 9:39,TZE82IG,TradePrice,91.8
1/1/2025 14:53,TZE82IG,TradePrice,117.7
1/1/2025 12:24,TZE82IG,TradePrice,105.4
1/1/2025 14:13,TZE82IG,Spread,10.0
1/1/2025 11:07,TZE82IG,Spread,12.0
1/1/2025 14:55,TZE82IG,Spread,7.0
1/1/2025 13:30,TZE82IG,Yield,4.02
1/1/2025 10:47,TZE82IG,Yield,1.63
1/1/2025 12:55,TZE82IG,Yield,4.7
1/1/2025 13:42,TZE82IG,Mark,81.0
1/1/2025 9:34,TZE82IG,CurrentFace,4600000.0
1/1/2025 13:05,TZE82IG,CurrentFace,5500000.0
1/1/2025 9:33,TZE82IG,CurrentFace,8000000.0
1/1/2025 10:02,JCM10AV,TradePrice,123.7
1/1/2025 12:45,JCM10AV,TradePrice,118.1
1/1/2025 13:39,JCM10AV,Spread,1.0
1/1/2025 12:09,JCM10AV,Yield,2.48
1/1/2025 13:25,JCM10AV,Yield,1.55
1/1/2025 13:37,JCM10AV,Yield,8.72
1/1/2025 13:43,JCM10AV,Mark,90.1
1/1/2025 9:32,JCM10AV,Mark,101.2
1/1/2025 14:41,JCM10AV,Mark,115.8
1/1/2025 10:06,JCM10AV,Mark,97.7
1/1/2025 12:34,JCM10AV,CurrentFace,2600000.0
1/1/2025 10:59,ZJK76DR,TradePrice,99.3
1/1/2025 12:55,ZJK76DR,Spread,1.0
1/1/2025 10:45,ZJK76DR,Spread,7.0
1/1/2025 10:25,ZJK76DR,Yield,3.21
1/1/2025 13:15,ZJK76DR,Yield,3.9
1/1/2025 13:19,ZJK76DR,Mark,76.6
1/1/2025 14:47,ZJK76DR,Mark,111.1
1/1/2025 12:44,ZJK76DR,Mark,99.0
1/1/2025 12:31,ZJK76DR,Mark,102.6
1/1/2025 12:56,ZJK76DR,CurrentFace,8800000.0
1/1/2025 11:02,JPN92AH,TradePrice,121.8
1/1/2025 12:24,JPN92AH,TradePrice,113.8
1/1/2025 12:01,JPN92AH,Spread,9.0
1/1/2025 10:02,JPN92AH,Spread,9.0
1/1/2025 11:44,JPN92AH,Yield,1.77
1/1/2025 14:27,JPN92AH,Mark,99.0
1/1/2025 10:11,JPN92AH,Mark,78.7
1/1/2025 14:26,JPN92AH,Mark,76.2
1/1/2025 12:18,JPN92AH,Mark,102.8
1/1/2025 12:35,JPN92AH,CurrentFace,19900000.0
1/1/2025 13:47,JPN92AH,CurrentFace,13300000.0
1/1/2025 10:42,JPN92AH,CurrentFace,6600000.0
1/1/2025 12:57,JPN92AH,CurrentFace,6000000.0
1/1/2025 10:00,LFL59PW,TradePrice,114.1
1/1/2025 10:46,LFL59PW,TradePrice,114.1
1/1/2025 11:59,LFL59PW,Spread,10.0
1/1/2025 12:02,LFL59PW,Spread,2.0
1/1/2025 14:14,LFL59PW,Spread,8.0
1/1/2025 12:00,LFL59PW,Spread,12.0
1/1/2025 10:41,LFL59PW,Yield,8.59
1/1/2025 14:03,LFL59PW,Mark,93.6
1/1/2025 14:22,LFL59PW,Mark,114.1
1/1/2025 14:29,LFL59PW,Mark,104.6
1/1/2025 9:38,LFL59PW,CurrentFace,2700000.0
1/1/2025 10:48,LFL59PW,CurrentFace,5000000.0
1/1/2025 14:16,LFL59PW,CurrentFace,16000000.0
1/1/2025 14:28,RND86XU,TradePrice,117.7
1/1/2025 10:58,RND86XU,TradePrice,103.9
1/1/2025 11:06,RND86XU,Spread,9.0
1/1/2025 11:56,RND86XU,Spread,9.0
1/1/2025 14:09,RND86XU,Spread,9.0
1/1/2025 11:30,RND86XU,Spread,10.0
1/1/2025 10:20,RND86XU,Yield,5.28
1/1/2025 10:34,RND86XU,Yield,0.46
1/1/2025 14:11,RND86XU,Mark,102.3
1/1/2025 11:26,RND86XU,Mark,95.4
1/1/2025 9:32,RND86XU,CurrentFace,17600000.0
1/1/2025 10:05,UXP54RA,TradePrice,113.7
1/1/2025 14:10,UXP54RA,TradePrice,107.2
1/1/2025 10:46,UXP54RA,TradePrice,95.1
1/1/2025 11:51,UXP54RA,Spread,12.0
1/1/2025 9:50,UXP54RA,Yield,8.01
1/1/2025 12:14,UXP54RA,Mark,118.9
1/1/2025 10:27,UXP54RA,Mark,92.7
1/1/2025 11:16,UXP54RA,Mark,111.3
1/1/2025 12:05,UXP54RA,Mark,117.6
1/1/2025 10:08,UXP54RA,CurrentFace,3600000.0
1/1/2025 12:20,UXP54RA,CurrentFace,14200000.0
1/1/2025 12:25,UXP54RA,CurrentFace,17900000.0
1/1/2025 13:26,HZI97XK,TradePrice,124.3
1/1/2025 11:44,HZI97XK,Spread,5.0
1/1/2025 14:06,HZI97XK,Yield,3.01
1/1/2025 10:22,HZI97XK,Yield,4.06
1/1/2025 11:08,HZI97XK,Mark,82.4
1/1/2025 11:38,HZI97XK,Mark,100.2
1/1/2025 9:39,HZI97XK,Mark,94.5
1/1/2025 11:24,HZI97XK,CurrentFace,16300000.0
1/1/2025 13:21,HZI97XK,CurrentFace,3300000.0
1/1/2025 14:35,HZI97XK,CurrentFace,1900000.0
1/1/2025 9:59,PXL69KL,TradePrice,104.3
1/1/2025 12:22,PXL69KL,TradePrice,94.4
1/1/2025 13:50,PXL69KL,TradePrice,112.6
1/1/2025 13:01,PXL69KL,TradePrice,109.8
1/1/2025 11:14,PXL69KL,Spread,8.0
1/1/2025 10:53,PXL69KL,Spread,3.0
1/1/2025 11:27,PXL69KL,Yield,4.08
1/1/2025 12:27,PXL69KL,Mark,108.4
1/1/2025 11:08,PXL69KL,CurrentFace,11300000.0
1/1/2025 13:27,PXL69KL,CurrentFace,14600000.0
1/1/2025 14:37,PXL69KL,CurrentFace,3200000.0
1/1/2025 14:44,PXL69KL,CurrentFace,1900000.0
1/1/2025 12:28,RRZ21YR,TradePrice,90.6
1/1/2025 14:17,RRZ21YR,TradePrice,118.1
1/1/2025 11:19,RRZ21YR,Spread,6.0
1/1/2025 10:37,RRZ21YR,Spread,9.0
1/1/2025 10:03,RRZ21YR,Spread,10.0
1/1/2025 12:34,RRZ21YR,Yield,6.84
1/1/2025 14:56,RRZ21YR,Yield,1.92
1/1/2025 11:45,RRZ21YR,Yield,7.17
1/1/2025 10:57,RRZ21YR,Yield,2.88
1/1/2025 12:18,RRZ21YR,Mark,116.0
1/1/2025 12:20,RRZ21YR,CurrentFace,5700000.0
1/1/2025 10:11,RRZ21YR,CurrentFace,20000000.0
1/1/2025 10:12,JMW11DH,TradePrice,117.0
1/1/2025 11:01,JMW11DH,Spread,12.0
1/1/2025 11:04,JMW11DH,Spread,9.0
1/1/2025 13:10,JMW11DH,Yield,2.68
1/1/2025 10:48,JMW11DH,Yield,1.89
1/1/2025 14:14,JMW11DH,Yield,6.59
1/1/2025 12:42,JMW11DH,Mark,105.9
1/1/2025 9:53,JMW11DH,Mark,86.0
1/1/2025 12:53,JMW11DH,CurrentFace,10600000.0
1/1/2025 12:06,WTS85NW,TradePrice,109.3
1/1/2025 12:07,WTS85NW,Spread,5.0
1/1/2025 10:31,WTS85NW,Spread,3.0
1/1/2025 14:27,WTS85NW,Spread,11.0
1/1/2025 14:51,WTS85NW,Yield,0.93
1/1/2025 11:44,WTS85NW,Mark,86.1
1/1/2025 13:29,WTS85NW,Mark,112.7
1/1/2025 10:16,WTS85NW,Mark,117.5
1/1/2025 11:39,WTS85NW,Mark,77.8
1/1/2025 12:57,WTS85NW,CurrentFace,10700000.0
1/1/2025 9:35,WTS85NW,CurrentFace,8900000.0
1/1/2025 10:23,GMD24AY,TradePrice,94.4
1/1/2025 9:48,GMD24AY,TradePrice,89.0
1/1/2025 10:31,GMD24AY,TradePrice,97.8
1/1/2025 14:49,GMD24AY,TradePrice,104.3
1/1/2025 9:37,GMD24AY,Spread,11.0
1/1/2025 11:03,GMD24AY,Spread,8.0
1/1/2025 13:11,GMD24AY,Spread,7.0
1/1/2025 9:47,GMD24AY,Spread,6.0
1/1/2025 12:37,GMD24AY,Yield,1.43
1/1/2025 10:37,GMD24AY,Mark,119.8
1/1/2025 10:50,GMD24AY,CurrentFace,8000000.0
1/1/2025 12:43,HGH26BI,TradePrice,117.6
1/1/2025 12:20,HGH26BI,Spread,1.0
1/1/2025 14:10,HGH26BI,Spread,7.0
1/1/2025 10:32,HGH26BI,Spread,5.0
1/1/2025 14:54,HGH26BI,Spread,10.0
1/1/2025 9:34,HGH26BI,Yield,4.3
1/1/2025 10:33,HGH26BI,Yield,6.95
1/1/2025 11:28,HGH26BI,Mark,91.6
1/1/2025 10:49,HGH26BI,Mark,75.5
1/1/2025 13:00,HGH26BI,CurrentFace,6600000.0
1/1/2025 12:34,HGH26BI,CurrentFace,2600000.0
1/1/2025 9:55,PCS17XN,TradePrice,102.0
1/1/2025 14:41,PCS17XN,Spread,8.0
1/1/2025 13:58,PCS17XN,Spread,10.0
1/1/2025 11:10,PCS17XN,Spread,5.0
1/1/2025 10:29,PCS17XN,Spread,1.0
1/1/2025 14:26,PCS17XN,Yield,6.2
1/1/2025 12:40,PCS17XN,Mark,104.3
1/1/2025 13:37,PCS17XN,Mark,92.3
1/1/2025 11:49,PCS17XN,Mark,119.9
1/1/2025 14:30,PCS17XN,CurrentFace,1500000.0
1/1/2025 12:15,LAS87XO,TradePrice,89.0
1/1/2025 13:50,LAS87XO,Spread,1.0
1/1/2025 10:10,LAS87XO,Yield,5.72
1/1/2025 14:22,LAS87XO,Yield,1.89
1/1/2025 10:35,LAS87XO,Yield,6.3
1/1/2025 12:30,LAS87XO,Mark,92.5
1/1/2025 11:34,LAS87XO,Mark,109.8
1/1/2025 12:38,LAS87XO,Mark,95.4
1/1/2025 9:46,LAS87XO,Mark,101.5
1/1/2025 11:23,LAS87XO,CurrentFace,12500000.0
1/1/2025 10:47,LAS87XO,CurrentFace,4400000.0
1/1/2025 12:34,LAS87XO,CurrentFace,5000000.0
1/1/2025 11:24,SHY49RS,TradePrice,93.7
1/1/2025 11:26,SHY49RS,Spread,2.0
1/1/2025 9:33,SHY49RS,Yield,6.46
1/1/2025 10:06,SHY49RS,Yield,6.56
1/1/2025 9:31,SHY49RS,Yield,1.68
1/1/2025 11:47,SHY49RS,Mark,79.4
1/1/2025 12:30,SHY49RS,Mark,88.1
1/1/2025 12:02,SHY49RS,Mark,96.5
1/1/2025 13:13,SHY49RS,Mark,113.4
1/1/2025 10:43,SHY49RS,CurrentFace,11900000.0
1/1/2025 12:41,AHZ12NA,TradePrice,93.6
1/1/2025 9:43,AHZ12NA,TradePrice,87.5
1/1/2025 9:41,AHZ12NA,Spread,1.0
1/1/2025 13:17,AHZ12NA,Spread,9.0
1/1/2025 11:53,AHZ12NA,Yield,5.61
1/1/2025 9:36,AHZ12NA,Yield,2.23
1/1/2025 12:23,AHZ12NA,Yield,3.64
1/1/2025 11:54,AHZ12NA,Yield,2.99
1/1/2025 14:51,AHZ12NA,Mark,81.1
1/1/2025 10:32,AHZ12NA,Mark,88.5
1/1/2025 13:18,AHZ12NA,Mark,103.6
1/1/2025 13:19,AHZ12NA,Mark,92.6
1/1/2025 14:00,AHZ12NA,CurrentFace,12500000.0
1/1/2025 13:02,AHZ12NA,CurrentFace,4600000.0
1/1/2025 11:13,AHZ12NA,CurrentFace,5800000.0
1/1/2025 14:26,AHZ12NA,CurrentFace,3000000.0
1/1/2025 13:25,EYF35OX,TradePrice,122.4
1/1/2025 14:48,EYF35OX,Spread,6.0
1/1/2025 11:17,EYF35OX,Spread,7.0
1/1/2025 14:35,EYF35OX,Spread,1.0
1/1/2025 14:06,EYF35OX,Yield,6.56
1/1/2025 13:12,EYF35OX,Mark,109.6
1/1/2025 14:31,EYF35OX,Mark,76.8
1/1/2025 9:37,EYF35OX,CurrentFace,4900000.0
1/1/2025 11:11,JLK41QT,TradePrice,93.6
1/1/2025 11:51,JLK41QT,Spread,6.0
1/1/2025 14:39,JLK41QT,Spread,11.0
1/1/2025 12:39,JLK41QT,Spread,10.0
1/1/2025 11:29,JLK41QT,Yield,0.82
1/1/2025 13:57,JLK41QT,Yield,7.66
1/1/2025 13:21,JLK41QT,Mark,83.3
1/1/2025 13:43,JLK41QT,Mark,81.8
1/1/2025 11:30,JLK41QT,Mark,94.1
1/1/2025 11:52,JLK41QT,CurrentFace,10100000.0
1/1/2025 12:07,JLK41QT,CurrentFace,3000000.0
1/1/2025 11:00,JLK41QT,CurrentFace,9200000.0
1/1/2025 11:30,ZIU48UU,TradePrice,118.2
1/1/2025 13:32,ZIU48UU,Spread,1.0
1/1/2025 10:25,ZIU48UU,Spread,8.0
